branch_id,date,inflow,outflow,balance
BR01,2024-02-20,262963.3587757918,196318.1058549551,1002846.549899139
BR01,2024-02-21,234596.70878334733,299801.8388985135,937641.4197839727
BR01,2024-02-22,222923.11998776166,235205.35854317865,925359.1812285557
BR01,2024-02-23,274467.0515536347,283068.3732828722,916757.8594993183
BR01,2024-02-24,291239.98089983803,233038.3316634549,974959.5087357013
BR01,2024-02-25,287251.20476464793,322733.6566196894,939477.0568806599
BR01,2024-02-26,216431.29907109446,308990.3379099442,846918.0180418101
BR01,2024-02-27,237631.5049659514,218796.6133184417,865752.9096893198
BR01,2024-02-28,263250.53725614253,273720.692792946,855282.7541525164
BR01,2024-02-29,289021.80508489435,259041.91773133163,885262.6415060791
BR01,2024-03-01,230833.0304861884,291588.42008895567,824507.2519033118
BR01,2024-03-02,242573.6409334473,186578.4442738953,880502.4485628639
BR01,2024-03-03,205746.60103975888,260872.31569992978,825376.733902693
BR01,2024-03-04,202151.73503677317,277629.10190823145,749899.3670312347
BR01,2024-03-05,282501.03289576794,150856.72311095987,881543.6768160427
BR01,2024-03-06,304249.6011428329,176753.36693004012,1009039.9110288355
BR01,2024-03-07,247119.59513678664,138234.5520007955,1117924.9541648268
BR01,2024-03-08,290141.31591568096,217876.6924499949,1190189.5776305126
BR01,2024-03-09,264465.44100190536,262289.4015108183,1192365.6171215996
BR01,2024-03-10,224195.20981579504,297606.0673443213,1118954.7595930735
BR01,2024-03-11,264455.82422033657,233334.2651188899,1150076.3186945203
BR01,2024-03-12,311521.4626586388,303287.6995507081,1158310.0818024508
BR01,2024-03-13,248566.95843560193,167895.43438032988,1238981.605857723
BR01,2024-03-14,312585.74623256025,153347.79022901802,1398219.5618612652
BR01,2024-03-15,145210.19583641022,227500.35354965215,1315929.4041480233
BR01,2024-03-16,282876.10017500893,247282.94520226883,1351522.5591207636
BR01,2024-03-17,253481.88272952684,228528.7363357658,1376475.7055145246
BR01,2024-03-18,238039.7059813653,136965.10549820555,1477550.3059976841
BR01,2024-03-19,253670.4310614201,225989.59822192453,1505231.1388371799
BR01,2024-03-20,170497.2434159643,171298.8724772816,1504429.5097758626
BR01,2024-03-21,241213.12448649952,260135.26469735173,1485507.3695650103
BR01,2024-03-22,264284.50286046986,246496.92107435816,1503294.951351122
BR01,2024-03-23,309115.76178966067,187705.40961526902,1624705.3035255137
BR01,2024-03-24,229269.1912690541,206875.9887198488,1647098.5060747191
BR01,2024-03-25,217660.25588427248,182335.39151499717,1682423.3704439944
BR01,2024-03-26,229929.71825661854,227179.44062270728,1685173.6480779056
BR01,2024-03-27,286616.08470808296,272981.4044225557,1698808.328363433
BR01,2024-03-28,263150.0443863874,185642.32791490052,1776316.04483492
BR01,2024-03-29,228809.59184931844,252682.093198303,1752443.5434859353
BR01,2024-03-30,270530.69732453424,206138.40717324015,1816835.8336372294
BR01,2024-03-31,253883.1019739216,194320.72254819452,1876398.2130629565
BR01,2024-04-01,288745.79962131556,225183.6338020449,1939960.378882227
BR01,2024-04-02,221917.8762449059,183414.09549112816,1978464.1596360048
BR01,2024-04-03,236893.51413608927,205085.78125937682,2010271.8925127173
BR01,2024-04-04,234315.67387471368,176095.4948335018,2068492.0715539292
BR01,2024-04-05,191459.40207471524,318412.6309812375,1941538.842647407
BR01,2024-04-06,261844.81108258304,231586.85983872777,1971796.7938912623
BR01,2024-04-07,260442.21088719557,198512.35214033365,2033726.6526381243
BR01,2024-04-08,250204.53826569844,239629.09598304,2044302.0949207828
BR01,2024-04-09,240616.51466499412,224945.23776391265,2059973.3718218643
BR01,2024-04-10,193385.17031798343,220056.36802100498,2033302.1741188427
BR01,2024-04-11,233174.18708938564,257637.50150195413,2008838.8597062742
BR01,2024-04-12,236291.41933892923,264087.84695212875,1981042.4320930748
BR01,2024-04-13,217908.90923113524,206127.44835752627,1992823.8929666837
BR01,2024-04-14,243548.57153335965,204088.1791709894,2032284.2853290539
BR01,2024-04-15,266162.0342725815,217622.673628176,2080823.6459734594
BR01,2024-04-16,325447.4360484212,126413.54758689868,2279857.5344349816
BR01,2024-04-17,256983.11251327355,161816.40220106515,2375024.2447471903
BR01,2024-04-18,260302.01562891057,291509.3420350036,2343816.9183410974
BR01,2024-04-19,247022.1633693533,304023.54710755777,2286815.5346028926
BR01,2024-04-20,173249.15138803836,218793.37821996296,2241271.3077709684
BR01,2024-04-21,248939.44498203133,255945.0633375095,2234265.6894154903
BR01,2024-04-22,252409.20839764105,244006.25695445912,2242668.6408586716
BR01,2024-04-23,348529.68449941144,368549.6363804857,2222648.6889775973
BR01,2024-04-24,242305.5614087551,280380.871014556,2184573.3793717967
BR01,2024-04-25,262061.8936933445,224243.7083833655,2222391.564681776
BR01,2024-04-26,248611.52921179027,187000.68017298085,2284002.413720585
BR01,2024-04-27,203252.87849521873,157709.91558840923,2329545.3766273945
BR01,2024-04-28,295712.9125806008,239155.86361402503,2386102.4255939703
BR01,2024-04-29,280077.32130747096,195964.21646220636,2470215.5304392353
BR01,2024-04-30,281641.27788172185,165998.58306810466,2585858.2252528523
BR01,2024-05-01,213624.50180821045,200904.2202090863,2598578.5068519763
BR01,2024-05-02,306111.77243744396,181330.33983735222,2723359.939452068
BR01,2024-05-03,193925.95748830878,305921.3735782654,2611364.5233621113
BR01,2024-05-04,273474.2837520108,269673.78906272526,2615165.018051397
BR01,2024-05-05,337618.2250323992,229641.2311407522,2723142.011943044
BR01,2024-05-06,210378.54699477245,296597.4862500512,2636923.0726877656
BR01,2024-05-07,227348.09081588913,233481.5738441428,2630789.589659512
BR01,2024-05-08,253986.05460350565,191242.21094022813,2693533.4333227896
BR01,2024-05-09,229860.97383535202,298540.5834771346,2624853.823681007
BR01,2024-05-10,187973.4627573547,254250.95196580963,2558576.334472552
BR01,2024-05-11,252742.5189922411,183323.92305530945,2627994.9304094836
BR01,2024-05-12,207507.85145095582,221434.75948623763,2614068.0223742016
BR01,2024-05-13,268943.6972254073,190597.17859768594,2692414.541001923
BR01,2024-05-14,213223.03063064787,167774.01210660487,2737863.5595259657
BR01,2024-05-15,311997.3762007016,271677.98963892384,2778182.9460877436
BR01,2024-05-16,218669.86830655052,315923.74882115587,2680929.065573138
BR01,2024-05-17,237117.53935177298,167064.45917813864,2750982.1457467726
BR01,2024-05-18,282540.6886947868,255333.6156510757,2778189.2187904837
BR01,2024-05-19,200765.4273426418,200721.08438951778,2778233.5617436077
BR01,2024-05-20,259098.39738416518,208079.35773058867,2829252.601397184
BR01,2024-05-21,302285.71017129713,203342.2734092509,2928196.0381592303
BR01,2024-05-22,185700.6706175509,191120.41536440828,2922776.293412373
BR01,2024-05-23,257385.35434129217,232183.4732575172,2947978.174496148
BR01,2024-05-24,260395.31176993693,192607.2447615033,3015766.2415045816
BR01,2024-05-25,281272.9148710924,242170.55716009275,3054868.599215581
BR01,2024-05-26,200521.97156487673,227739.28507478884,3027651.285705669
BR01,2024-05-27,197181.73547662894,219247.33789101156,3005585.683291286
BR01,2024-05-28,270877.6626246759,189159.63520812808,3087303.710707834
BR01,2024-05-29,261879.38692932745,204045.29012442502,3145137.8075127364
BR01,2024-05-30,260019.71401383507,263992.605162159,3141164.9163644123
BR01,2024-05-31,263857.92837987904,252541.27344309713,3152481.5713011944
BR01,2024-06-01,222799.01113686035,186010.0139840652,3189270.5684539895
BR01,2024-06-02,259290.14788644013,234469.95374431516,3214090.7625961145
BR01,2024-06-03,261722.89893194725,263812.4205517305,3212001.2409763313
BR01,2024-06-04,221425.94327894528,154876.76234953827,3278550.4219057383
BR01,2024-06-05,324630.9804457903,254451.20865709707,3348730.1936944313
BR01,2024-06-06,268953.3168364715,200181.9308474369,3417501.579683466
BR01,2024-06-07,202347.86011189406,255676.94008669216,3364172.499708668
BR01,2024-06-08,276262.1443453532,195653.33795558673,3444781.306098434
BR01,2024-06-09,211012.73319090714,148780.30547009665,3507013.7338192444
BR01,2024-06-10,281483.3841496981,156760.5902952577,3631736.527673685
BR01,2024-06-11,296343.8231602962,232163.82259976218,3695916.528234219
BR01,2024-06-12,217172.7072659316,241687.5125774667,3671401.722922684
BR01,2024-06-13,288535.0451697729,189305.7518703016,3770631.0162221557
BR01,2024-06-14,266511.2370774599,258736.66064498184,3778405.592654634
BR01,2024-06-15,282882.4063997796,155231.5971978968,3906056.4018565165
BR01,2024-06-16,325871.7193061579,227026.40906087076,4004901.7121018036
BR01,2024-06-17,240184.47535988517,175504.27101068944,4069581.916450999
BR01,2024-06-18,219850.5534257004,200667.37514890282,4088765.094727797
BR01,2024-06-19,214419.42281497907,232132.94020923864,4071051.5773335374
BR01,2024-06-20,217367.58860138248,191281.39856222214,4097137.7673726976
BR01,2024-06-21,246915.93162343584,212695.00050965787,4131358.6984864757
BR01,2024-06-22,263646.07899266575,275283.1764146498,4119721.6010644916
BR01,2024-06-23,261067.63197320077,204039.8658714583,4176749.367166234
BR01,2024-06-24,283087.32996144093,267606.14504293137,4192230.552084744
BR01,2024-06-25,250520.07567511627,179163.1915404072,4263587.436219453
BR01,2024-06-26,308141.3630862927,253841.18800618773,4317887.611299558
BR01,2024-06-27,239413.72667048176,294870.5879296055,4262430.750040434
BR01,2024-06-28,358806.76666358474,118775.99749427199,4502461.519209746
BR01,2024-06-29,275026.69391060027,194139.71350382853,4583348.499616519
BR01,2024-06-30,215713.6977433487,255968.2457231243,4543093.951636743
BR01,2024-07-01,207164.3000775555,220862.95762806534,4529395.294086233
BR01,2024-07-02,269298.8966097274,246701.5643017089,4551992.626394251
BR01,2024-07-03,241061.48858696598,202820.66659778808,4590233.448383429
BR01,2024-07-04,278560.01976368367,233896.54043628048,4634896.927710832
BR01,2024-07-05,268929.5049829418,222994.52440735642,4680831.908286417
BR01,2024-07-06,247086.8434937251,282550.1927746913,4645368.55900545
BR01,2024-07-07,216128.2512772638,241448.93794855458,4620047.87233416
BR01,2024-07-08,189406.1110125654,245192.1197933841,4564261.8635533415
BR01,2024-07-09,232139.40191731916,211465.53652448897,4584935.728946172
BR01,2024-07-10,284255.9517729389,208057.71991673778,4661133.960802373
BR01,2024-07-11,258563.74976520817,210534.88154811706,4709162.829019464
BR01,2024-07-12,200170.4488515205,247750.34640702335,4661582.931463961
BR01,2024-07-13,256927.23703404728,211055.69836308816,4707454.4701349195
BR01,2024-07-14,265412.6951891535,243039.86856033857,4729827.296763735
BR01,2024-07-15,214645.7025519547,323393.0359390447,4621079.963376645
BR01,2024-07-16,256149.00423782112,269200.61165442615,4608028.355960039
BR01,2024-07-17,252328.34873784,215328.94105244716,4645027.763645433
BR01,2024-07-18,204281.18808677507,284054.6264973775,4565254.32523483
BR01,2024-07-19,264311.49441393133,211636.6082140302,4617929.211434731
BR01,2024-07-20,272431.3810547294,138284.39591699658,4752076.196572465
BR01,2024-07-21,293322.04972701106,184636.1160087168,4860762.130290759
BR01,2024-07-22,292152.08208139613,145814.36355383648,5007099.848818319
BR01,2024-07-23,194893.22528171635,214181.8932181411,4987811.180881894
BR01,2024-07-24,212486.9984033951,230828.82706352984,4969469.352221759
BR01,2024-07-25,270601.41068834637,305439.6790523877,4934631.083857718
BR01,2024-07-26,270551.43803648837,244711.73181938732,4960470.790074819
BR01,2024-07-27,270601.9074522419,220140.4762036011,5010932.221323459
BR01,2024-07-28,404109.25962618884,267323.25115325704,5147718.229796391
BR01,2024-07-29,272835.62042772665,130498.91109464517,5290054.939129473
BR01,2024-07-30,295422.62560722395,240602.65511488548,5344874.9096218115
BR01,2024-07-31,288160.0705397281,264688.9337249135,5368346.046436626
BR01,2024-08-01,276055.6500522319,163463.61893990712,5480938.077548951
BR01,2024-08-02,237389.2302143862,281468.93194431183,5436858.375819026
BR01,2024-08-03,280358.76881973067,245232.33833724863,5471984.806301507
BR01,2024-08-04,219086.9914184971,211312.04387446394,5479759.753845541
BR01,2024-08-05,240527.25573039966,258475.18397478282,5461811.825601158
BR01,2024-08-06,230585.45808683586,332181.1786011978,5360216.105086796
BR01,2024-08-07,253274.9655754529,238183.98147763227,5375307.089184617
BR01,2024-08-08,342586.34266694036,241169.92638351512,5476723.505468042
BR01,2024-08-09,175309.39229633007,209328.75952068903,5442704.138243683
BR01,2024-08-10,277450.40761498053,191757.00337408436,5528397.542484579
BR01,2024-08-11,185491.36515241393,267365.11174449103,5446523.795892501
BR01,2024-08-12,231122.72536842266,191476.22783410098,5486170.293426823
BR01,2024-08-13,293558.0238786946,233220.48067487267,5546507.836630645
BR01,2024-08-14,252571.20076381852,208505.41489556976,5590573.622498894
BR01,2024-08-15,206890.20888282775,251554.09215858765,5545909.739223134
BR01,2024-08-16,221387.85162960127,245014.79473791269,5522282.796114822
BR01,2024-08-17,277183.909957387,276689.29749160545,5522777.408580603
BR01,2024-08-18,220785.33473131454,207049.26205153638,5536513.481260382
BR01,2024-08-19,258658.343583279,217855.6279117983,5577316.196931862
BR01,2024-08-20,251822.87359615255,185955.63278979616,5643183.437738218
BR01,2024-08-21,223935.98609576732,210006.80329657497,5657112.6205374105
BR01,2024-08-22,335757.763573013,246978.52218701836,5745891.861923405
BR01,2024-08-23,275356.7608927204,264064.4877490408,5757184.135067085
BR01,2024-08-24,168994.2965336957,188502.56041200686,5737675.871188774
BR01,2024-08-25,257458.1725907771,269132.2664047547,5726001.777374797
BR01,2024-08-26,223528.5414092645,291003.70364622277,5658526.615137838
BR01,2024-08-27,284097.33339184895,248604.57064506653,5694019.37788462
BR01,2024-08-28,218299.17046269198,314455.81156511296,5597862.736782199
BR01,2024-08-29,245410.54234132404,195179.48604033922,5648093.7930831835
BR01,2024-08-30,270199.4911592183,173990.53835098623,5744302.7458914155
BR01,2024-08-31,284630.20776680484,149957.58879930747,5878975.364858913
BR01,2024-09-01,201988.14371776895,297321.99401701323,5783641.514559669
BR01,2024-09-02,236619.95056636207,259446.4545359326,5760815.010590099
BR01,2024-09-03,231002.18755356176,227498.6898090295,5764318.508334631
BR01,2024-09-04,223866.83069705154,242598.5881843919,5745586.750847291
BR01,2024-09-05,320618.1696112439,179352.99287157305,5886851.9275869625
BR01,2024-09-06,266199.26843843824,340058.8390827572,5812992.356942643
BR01,2024-09-07,199564.6418265982,235814.95318888524,5776742.045580356
BR01,2024-09-08,286714.4778821911,234922.7657572202,5828533.757705327
BR01,2024-09-09,334886.24788050534,262659.4980754411,5900760.507510391
BR01,2024-09-10,291298.61042204587,251645.4154281521,5940413.702504285
BR01,2024-09-11,189225.20136183946,240074.7810925609,5889564.1227735635
BR01,2024-09-12,230630.63708534994,194428.64950496098,5925766.110353952
BR01,2024-09-13,300676.44596746494,251216.0760711198,5975226.480250297
BR01,2024-09-14,221693.22137524877,314691.10234137654,5882228.599284169
BR01,2024-09-15,267752.77712584916,290543.902076974,5859437.474333044
BR01,2024-09-16,280985.3621371735,301693.39819877286,5838729.438271444
BR01,2024-09-17,212922.78113687667,206995.29456059667,5844656.924847724
BR01,2024-09-18,247618.985757528,185467.78308836385,5906808.127516888
BR01,2024-09-19,120349.3063972371,224339.58859551584,5802817.845318609
BR01,2024-09-20,209024.4943466284,232507.62105299125,5779334.718612246
BR01,2024-09-21,239897.2739442736,279238.6183311927,5739993.374225327
BR01,2024-09-22,200088.67272140604,153839.09166283312,5786242.9552839
BR01,2024-09-23,315296.4521572654,298829.7643757276,5802709.643065438
BR01,2024-09-24,192794.34488157468,222889.64456394548,5772614.343383067
BR01,2024-09-25,232398.22053212064,210790.3518523661,5794222.212062822
BR01,2024-09-26,255229.62309144365,184455.30311329247,5864996.532040973
BR01,2024-09-27,307650.9315626446,155531.44976604037,6017116.013837578
BR01,2024-09-28,192565.51395282242,267042.67627828615,5942638.851512114
BR01,2024-09-29,296526.5500861984,233299.30852347816,6005866.093074834
BR01,2024-09-30,250409.3224407835,171951.75951165258,6084323.656003965
BR01,2024-10-01,210739.65395808197,171721.45525713728,6123341.85470491
BR01,2024-10-02,268484.1389705308,214889.68853194424,6176936.305143497
BR01,2024-10-03,257962.3878229388,305105.96863802266,6129792.724328413
BR01,2024-10-04,225991.32491364822,218318.38918863778,6137465.660053423
BR01,2024-10-05,252792.08339960076,162358.56710968522,6227899.176343339
BR01,2024-10-06,234587.4561255296,218941.5621161325,6243545.070352736
BR01,2024-10-07,254540.6938100499,217727.43936135483,6280358.324801431
BR01,2024-10-08,276485.2269808419,108640.10106762928,6448203.450714644
BR01,2024-10-09,313440.6726458141,227556.73100669845,6534087.39235376
BR01,2024-10-10,200487.38004692603,219607.9461406095,6514966.826260077
BR01,2024-10-11,335321.3349862507,261329.28641660383,6588958.8748297235
BR01,2024-10-12,171916.48801909992,313203.0242725405,6447672.338576283
BR01,2024-10-13,243928.59619857668,280695.42632964905,6410905.508445211
BR01,2024-10-14,273532.6882593831,217900.00892503263,6466538.187779562
BR01,2024-10-15,261239.6747094013,180206.33410662482,6547571.528382338
BR01,2024-10-16,225092.01920717626,345801.1911462437,6426862.35644327
BR01,2024-10-17,241675.109985709,232664.82953065197,6435872.636898327
BR01,2024-10-18,230279.9626136467,230626.81813608258,6435525.781375891
BR01,2024-10-19,226425.40972223153,228914.37108004987,6433036.820018073
BR01,2024-10-20,283984.083880841,238913.8142345535,6478107.0896643605
BR01,2024-10-21,264280.6194386019,223503.78146342258,6518883.92763954
BR01,2024-10-22,222283.61618957383,204185.20969038937,6536982.334138725
BR01,2024-10-23,285983.99501733005,205391.34764418236,6617574.981511872
BR01,2024-10-24,262291.9808350644,228526.10284028007,6651340.859506656
BR01,2024-10-25,282514.4847535584,205545.88529898057,6728309.458961234
BR01,2024-10-26,275185.1536769445,197921.9397795276,6805572.672858652
BR01,2024-10-27,216840.19956311712,234789.36024613536,6787623.512175634
BR01,2024-10-28,227592.7583921212,218526.0252160615,6796690.245351694
BR01,2024-10-29,279891.7442049305,297679.684486221,6778902.305070403
BR01,2024-10-30,274414.8106173386,110706.35862231447,6942610.7570654275
BR01,2024-10-31,249163.93624143407,279117.8083365108,6912656.884970351
BR01,2024-11-01,254693.09533235128,286073.8336623933,6881276.146640309
BR01,2024-11-02,301106.595831537,136697.43954163327,7045685.302930213
BR01,2024-11-03,226337.14444656682,214579.0582663843,7057443.389110395
BR01,2024-11-04,271883.8952468015,213285.1610301894,7116042.123327007
BR01,2024-11-05,241912.29390264425,166661.97373769805,7191292.4434919525
BR01,2024-11-06,241292.7518709112,194998.2490584106,7237586.946304454
BR01,2024-11-07,293951.0740794876,180024.08695403772,7351513.933429903
BR01,2024-11-08,283016.6539595212,308852.169954063,7325678.417435361
BR01,2024-11-09,282540.38544002554,272105.52769163577,7336113.275183751
BR01,2024-11-10,302219.1522861732,287219.9792747371,7351112.448195187
BR01,2024-11-11,250840.15366531035,262475.24288194557,7339477.358978552
BR01,2024-11-12,277278.1188517986,179192.6702952247,7437562.807535126
BR01,2024-11-13,237589.32973626174,206396.5880174102,7468755.549253978
BR01,2024-11-14,262966.6540995377,252021.85525525632,7479700.348098259
BR01,2024-11-15,244794.2778252926,175004.24859986245,7549490.37732369
BR01,2024-11-16,253879.83859970872,262084.92935775747,7541285.286565641
BR01,2024-11-17,273806.2810174765,219185.35708288391,7595906.210500234
BR01,2024-11-18,217271.1726706611,213133.06366026812,7600044.319510627
BR01,2024-11-19,333695.4910274184,261993.1985691571,7671746.611968888
BR01,2024-11-20,209759.30474001192,249991.8490168718,7631514.067692028
BR01,2024-11-21,201432.4554884907,213756.5225381414,7619190.000642378
BR01,2024-11-22,296324.43494000274,282169.84115139116,7633344.59443099
BR01,2024-11-23,281666.50775851746,181352.1502580046,7733658.951931503
BR01,2024-11-24,274964.79268208623,257717.10231249186,7750906.6423010975
BR01,2024-11-25,275133.8203705712,256689.55660857726,7769350.906063091
BR01,2024-11-26,249510.1290861234,216070.41023087045,7802790.6249183435
BR01,2024-11-27,214109.82514056674,244675.9860008953,7772224.464058015
BR01,2024-11-28,253032.18232774906,173699.88906266136,7851556.757323102
BR01,2024-11-29,222913.53153951553,271581.21586431056,7802889.072998307
BR01,2024-11-30,289004.78933671006,221679.4038600655,7870214.458474951
BR01,2024-12-01,244117.70473991445,206477.46407664323,7907854.699138222
BR01,2024-12-02,216980.11212829954,277205.41516266,7847629.396103862
BR01,2024-12-03,237144.56633388027,198304.53392557584,7886469.428512166
BR01,2024-12-04,266517.25817102497,166619.2416636398,7986367.445019552
BR01,2024-12-05,227451.017887841,159951.68719142434,8053866.775715969
BR01,2024-12-06,217111.18417734274,257270.44781055377,8013707.512082757
BR01,2024-12-07,259747.4884596765,172380.67913766726,8101074.321404766
BR01,2024-12-08,259798.6628443489,308965.7381892964,8051907.246059819
BR01,2024-12-09,229722.27298515482,136313.1766452325,8145316.3423997415
BR01,2024-12-10,231158.46777526708,306340.5365730517,8070134.273601957
BR01,2024-12-11,259281.99749430545,239495.78602411784,8089920.485072144
BR01,2024-12-12,192076.62634010703,225647.90996583234,8056349.201446419
BR01,2024-12-13,193701.44902493778,205478.64109359725,8044572.009377759
BR01,2024-12-14,221262.23114990257,247961.1251458432,8017873.115381818
BR01,2024-12-15,241462.1139315261,228306.4383908818,8031028.790922463
BR01,2024-12-16,262436.3026239202,279648.5846907435,8013816.50885564
BR01,2024-12-17,309014.2486779821,235140.2441897918,8087690.513343831
BR01,2024-12-18,284306.3849280808,236763.5792657845,8135233.319006127
BR01,2024-12-19,243602.45880146293,213637.4504503765,8165198.327357214
BR01,2024-12-20,249239.35168389246,227437.44693255197,8187000.232108555
BR01,2024-12-21,209898.82541448766,243851.07960014266,8153047.9779229
BR01,2024-12-22,249259.4745603044,153042.42233045184,8249265.030152752
BR01,2024-12-23,238453.65444319448,169331.6560052429,8318387.028590703
BR01,2024-12-24,262908.7424135236,263446.88423102215,8317848.886773204
BR01,2024-12-25,216910.76225790707,237688.9447157574,8297070.704315354
BR01,2024-12-26,270773.8605696469,221720.74986412944,8346123.815020871
BR01,2024-12-27,311309.5565201031,230829.5269879427,8426603.844553031
BR01,2024-12-28,245649.5940617257,245641.1767412752,8426612.261873484
BR01,2024-12-29,266068.46888395766,205710.81438607874,8486969.91637136
BR01,2024-12-30,277605.7596684445,194976.28735689592,8569599.38868291
BR02,2024-01-01,257833.81020390725,226367.7538951138,531466.0563087935
BR02,2024-01-02,210865.08889539872,233538.58356422407,508792.5616399681
BR02,2024-01-03,266330.11022857885,140080.96919605514,635041.7026724918
BR02,2024-01-04,181896.6558304864,271234.74536161165,545703.6131413665
BR02,2024-01-05,291166.22549302573,245591.98141540968,591277.8572189827
BR02,2024-01-06,268903.89929652173,274910.45494368434,585271.3015718199
BR02,2024-01-07,260241.18937255503,99668.50798128398,745843.982963091
BR02,2024-01-08,289307.63935782056,323976.8617151327,711174.7606057789
BR02,2024-01-09,316618.9777785031,223718.46673301718,804075.2716512647
BR02,2024-01-10,290574.8026007252,279868.22675318824,814781.8474988018
BR02,2024-01-11,176365.03074673418,183204.23327935112,807942.6449661849
BR02,2024-01-12,198816.92133057193,257574.82572781562,749184.7405689412
BR02,2024-01-13,225007.25689217285,182596.29965718547,791595.6978039285
BR02,2024-01-14,251043.64200843335,201930.39676868878,840708.9430436731
BR02,2024-01-15,270706.3608187649,316131.4109240054,795283.8929384325
BR02,2024-01-16,220970.24747386138,221419.2919656494,794834.8484466446
BR02,2024-01-17,257470.67057908315,239784.47929308753,812521.0397326401
BR02,2024-01-18,219784.6827058671,269153.0478809939,763152.6745575133
BR02,2024-01-19,225539.28788032208,252305.6849587672,736386.2774790681
BR02,2024-01-20,193733.5561260711,236768.85073146093,693350.9828736784
BR02,2024-01-21,213070.67015556383,246423.24511098015,659998.4079182621
BR02,2024-01-22,195932.61577534664,338153.70133572235,517777.32235788635
BR02,2024-01-23,210965.0698809067,227407.15413348866,501335.2381053044
BR02,2024-01-24,292145.6718643136,239049.45710217353,554431.4528674445
BR02,2024-01-25,212024.04444672228,277279.44782034255,489176.0494938242
BR02,2024-01-26,355295.2825934956,279748.66698310926,564722.6651042106
BR02,2024-01-27,269732.71603523556,283416.36375021713,551039.017389229
BR02,2024-01-28,257393.44494779495,258742.8599913133,549689.6023457106
BR02,2024-01-29,215665.68879275146,178564.77892712824,586790.5122113338
BR02,2024-01-30,278012.3951763597,303504.41895354935,561298.4884341442
BR02,2024-01-31,226974.48695048905,178414.45731415902,609858.5180704743
BR02,2024-02-01,254880.39258581446,243618.5959357565,621120.3147205322
